,code,desc
2267,B1295,Battery Power Relay Circuit Short To Ground 
2268,B1296,Power Supply Sensor Circuit Failure 
2269,B1297,Power Supply Sensor Circuit Open 
2270,B1298,Power Supply Sensor Circuit Short To Battery 
2271,B1299,Power Supply Sensor Circuit Short To Ground 
2272,B1300,Power Door Lock Circuit Failure 
2273,B1301,Power Door Lock Circuit Open 
2274,B1302,Accessory Delay Relay Coil Circuit Failure 
2275,B1303,Accessory Delay Relay Coil Circuit Open 
2276,B1304,Accessory Delay Relay Coil Circuit Short To Battery 
2277,B1305,Accessory Delay Relay Coil Circuit Short To Ground 
2278,B1306,Oil Level Switch Circuit Open 
2279,B1307,Oil Level Switch Circuit Short To Battery 
2280,B1308,Oil Level Switch Circuit Short To Ground 
2281,B1309,Power Door Lock Circuit Short To Ground 
2282,B1310,Power Door Unlock Circuit Failure 
2283,B1311,Power Door Unlock Circuit Open 
2284,B1312,Lamp Headlamp Input Circuit Short To Battery 
2285,B1313,Battery Saver Relay Coil Circuit Failure 
2286,B1314,Battery Saver Relay Coil Circuit Open 
2287,B1315,Battery Saver Relay Coil Circuit Short To Battery 
2288,B1316,Battery Saver Relay Coil Circuit Short To Ground 
2289,B1317,Battery Voltage High 
2290,B1318,Battery Voltage Low 
2291,B1319,Driver Door Ajar Circuit Failure 
2292,B1320,Driver Door Ajar Circuit Open 
2293,B1321,Driver Door Ajar Circuit Short To Battery 
2294,B1322,Driver Door Ajar Circuit Short To Ground 
2295,B1323,Door Ajar Lamp Circuit Failure 
2296,B1324,Door Ajar Lamp Circuit Open 
2297,B1325,Door Ajar Lamp Circuit Short To Battery 
2298,B1326,Door Ajar Lamp Circuit Short To Ground 
2299,B1327,Passenger Door Ajar Circuit Failure 
2300,B1328,Passenger Door Ajar Circuit Open 
2301,B1329,Passenger Door Ajar Circuit Short To Battery 
2302,B1330,Passenger Door Ajar Circuit Short To Ground 
2303,B1331,Decklid Ajar Rear Door Circuit Failure 
2304,B1332,Decklid Ajar Rear Door Circuit Open 
2305,B1333,Decklid Ajar Rear Door Circuit Short To Battery 
2306,B1334,Decklid Ajar Rear Door Circuit Short To Ground 
2307,B1335,Door Ajar RR Circuit Failure 
2308,B1336,Door Ajar RR Circuit Open 
2309,B1337,Door Ajar RR Circuit Short To Battery 
2310,B1338,Door Ajar RR Circuit Short To Ground 
2311,B1339,Chime Input Request Circuit Short To Battery 
2312,B1340,Chime Input Request Circuit Short To Ground 
2313,B1341,Power Door Unlock Circuit Short To Ground 
2314,B1342,ECU Is Defective 
2315,B1343,Heated Backlite Input Circuit Failure 
2316,B1344,Heated Backlite Input Circuit Open 
2317,B1345,Heated Backlite Input Circuit Short To Ground 
2318,B1346,Heated Backlite Input Circuit Short To Battery 
2319,B1347,Heated Backlite Relay Circuit Failure 
2320,B1348,Heated Backlite Relay Circuit Open 
2321,B1349,Heated Backlite Relay Short To Battery 
2322,B1350,Heated Backlite Relay Short To Ground 
2323,B1351,Ignition Key-In Circuit Short To Battery 
2324,B1352,Ignition Key-In Circuit Failure 
2325,B1353,Ignition Key-In Circuit Open 
2326,B1354,Ignition Key-In Circuit Short To Ground 
2327,B1355,Ignition Run Circuit Failure 
2328,B1356,Ignition Run Circuit Open 
2329,B1357,Ignition Run Circuit Short To Battery 
2330,B1358,Ignition Run Circuit Short To Ground 
2331,B1359,Ignition Run/Acc Circuit Failure 
2332,B1360,Ignition Run/Acc Circuit Open 
2333,B1361,Ignition Run/Acc Circuit Short To Battery 
2334,B1362,Ignition Run/Acc Circuit Short To Ground 
2335,B1363,Ignition Start Circuit Failure 
2336,B1364,Ignition Start Circuit Open 
2337,B1365,Ignition Start Circuit Short To Battery 
2338,B1366,Ignition Start Circuit Short To Ground 
2339,B1367,Ignition Tach Circuit Failure 
2340,B1368,Ignition Tach Circuit Open 
2341,B1369,Ignition Tach Circuit Short To Battery 
2342,B1370,Ignition Tach Circuit Short To Ground 
2343,B1371,Illuminated Entry Relay Circuit Failure 
2344,B1372,Illuminated Entry Relay Circuit Open 
2345,B1373,Illuminated Entry Relay Short To Battery 
2346,B1374,Illuminated Entry Relay Short To Ground 
2347,B1375,Oil Change Lamp Circuit Open 
2348,B1376,Oil Change Lamp Circuit Short To Battery 
2349,B1377,Oil Change Lamp Circuit Failure 
2350,B1378,Oil Change Lamp Circuit Short To Ground 
2351,B1379,Oil Change Reset Button Circuit Short To Ground 
2352,B1380,Oil Change Reset Button Circuit Failure 
2353,B1381,Oil Change Reset Button Circuit Open 
2354,B1382,Oil Change Reset Button Circuit Short To Battery 
2355,B1383,Oil Level Lamp Circuit Short To Battery 
2356,B1384,Oil Level Lamp Circuit Failure 
2357,B1385,Oil Level Lamp Circuit Open 
2358,B1386,Oil Level Lamp Circuit Short To Ground 
2359,B1387,Oil Temperature Sensor Circuit Open 
2360,B1388,Oil Temperature Sensor Circuit Short To Battery 
2361,B1389,Oil Temperature Sensor Circuit Failure 
2362,B1390,Oil Temperature Sensor Circuit Short To Ground 
2363,B1391,Oil Level Switch Circuit Failure 
2364,B1392,Power Door Memory Lock Relay Circuit Failure 
2365,B1393,Power Door Memory Lock Relay Circuit Open 
2366,B1394,Power Door Memory Lock Relay Circuit Short To Battery 
2367,B1395,Power Door Memory Lock Relay Circuit Short To Ground 
2368,B1396,Power Door Lock Circuit Short To Battery 
2369,B1397,Power Door Unlock Circuit Short To Battery 
2370,B1398,Driver Power Window One Touch Window Relay Circuit Failure 
2371,B1399,Driver Power Window One Touch Window Relay Circuit Open 
2372,B1400,Driver Power Window One Touch Window Relay Circuit Short To Battery 
2373,B1401,Driver Power Window One Touch Window Relay Circuit Short To Ground 
2374,B1402,Driver Power Window Down Switch Circuit Failure 
2375,B1403,Driver Power Window Up Switch Circuit Failure 
2376,B1404,Driver Power Window Down Circuit Open 
2377,B1405,Driver Power Window Down Circuit Short To Battery 
2378,B1406,Driver Power Window Down Circuit Short To Ground 
2379,B1407,Driver Power Window Up Circuit Open 
2380,B1408,Driver Power Window Up Circuit Short To Battery 
2381,B1409,Driver Power Window Up Circuit Short To Ground 
2382,B1410,Driver Power Window Motor Circuit Failure 
2383,B1411,Driver Power Window Motor Circuit Open 
2384,B1412,Driver Power Window Motor Circuit Short To Battery 
2385,B1413,Driver Power Window Motor Circuit Short To Ground 
2386,B1414,Power Window LR Motor Circuit Failure 
2387,B1415,Power Window LR Motor Circuit Open 
2388,B1416,Power Window LR Motor Circuit Short To Battery 
2389,B1417,Power Window LR Motor Circuit Short To Ground 
2390,B1418,Passenger Power Window Motor Circuit Failure 
2391,B1419,Passenger Power Window Motor Circuit Open 
2392,B1420,Passenger Power Window Motor Circuit Short To Battery 
2393,B1421,Passenger Power Window Motor Circuit Short To Ground 
2394,B1422,Power Window RR Motor Circuit Failure 
2395,B1423,Power Window RR Motor Circuit Open 
2396,B1424,Power Window RR Motor Circuit Short To Battery 
2397,B1425,Power Window RR Motor Circuit Short To Ground 
2398,B1426,Lamp Seat Belt Circuit Short To Battery 
2399,B1427,Lamp Seat Belt Circuit Open 
2400,B1428,Lamp Seat Belt Circuit Failure 
2401,B1429,Lamp Seat Belt Circuit Short To Ground 
2402,B1430,Seat Belt Switch Circuit Short To Ground 
2403,B1431,Wiper Brake/Run Relay Circuit Failure 
2404,B1432,Wiper Brake/Run Relay Circuit Short To Battery 
2405,B1433,Wiper Brake/Run Relay Circuit Short To Ground 
2406,B1434,Wiper Hi/Low Speed Relay Coil Circuit Failure 
2407,B1435,Wiper Hi/Low Speed Relay Coil Circuit Open 
2408,B1436,Wiper Hi/Low Speed Relay Coil Circuit Short To Battery 
2409,B1437,Wiper Hi/Low Speed Relay Coil Circuit Short To Ground 
2410,B1438,Wiper Mode Select Switch Circuit Failure 
2411,B1439,Wiper Mode Select Switch Circuit Open 
2412,B1440,Wiper Mode Select Switch Circuit Short To Battery 
2413,B1441,Wiper Mode Select Switch Circuit Short To Ground 
2414,B1442,Door Handle Switch Circuit Failure 
2415,B1443,Door Handle Switch Circuit Open 
2416,B1444,Door Handle Switch Circuit Short To Battery 
2417,B1445,Door Handle Switch Circuit Short To Ground 
2418,B1446,Wiper Park Sense Circuit Failure 
2419,B1447,Wiper Park Sense Circuit Open 
2420,B1448,Wiper Park Sense Circuit Short To Battery 
2421,B1449,Wiper Park Sense Circuit Short To Ground 
2422,B1450,Wiper Wash/Delay Switch Circuit Failure 
2423,B1451,Wiper Wash/Delay Switch Circuit Open 
2424,B1452,Wiper Wash/Delay Switch Circuit Short To Battery 
2425,B1453,Wiper Wash/Delay Switch Circuit Short To Ground 
2426,B1454,Wiper Washer Fluid Lamp Circuit Failure 
2427,B1455,Wiper Washer Fluid Lamp Circuit Open 
2428,B1456,Wiper Washer Fluid Lamp Circuit Short To Battery 
2429,B1457,Wiper Washer Fluid Lamp Circuit Short To Ground 
2430,B1458,Wiper Washer Pump Motor Relay Circuit Failure 
2431,B1459,Wiper Washer Pump Motor Relay Coil Circuit Open 
2432,B1460,Wiper Washer Pump Motor Relay Coil Circuit Short To Battery 
2433,B1461,Wiper Washer Pump Motor Relay Coil Circuit Short To Ground 
2434,B1462,Seat Belt Switch Circuit Failure 
2435,B1463,Seat Belt Switch Circuit Open 
2436,B1464,Seat Belt Switch Circuit Short To Battery 
2437,B1465,Wiper Brake/Run Relay Circuit Open 
2438,B1466,Wiper Hi/Low Speed Not Switching 
2439,B1467,Wiper Hi/Low Speed Circuit Motor Short To Battery 
2440,B1468,Chime Input Request Circuit Failure 
2441,B1469,Chime Input Request Circuit Open 
2442,B1470,Lamp Headlamp Input Circuit Failure 
2443,B1471,Lamp Headlamp Input Circuit Open 
2444,B1472,Lamp Headlamp Input Circuit Short To Ground 
2445,B1473,Wiper Low Speed Circuit Motor Failure 
2446,B1474,Battery Saver Power Relay Circuit Short To Battery 
2447,B1475,Accessory Delay Relay Contact Short To Battery 
2448,B1476,Wiper High Speed Circuit Motor Failure 
2449,B1477,Wiper Hi/Low Circuit Motor Short To Ground 
2450,B1478,Power Window One Touch Up/Down Activated Simultaneously 
2451,B1479,Wiper Washer Fluid Level Sensor Circuit Failure 
2452,B1480,Wiper Washer Fluid Level Sensor Circuit Open 
2453,B1481,Wiper Washer Fluid Level Sensor Circuit Short To Battery 
2454,B1482,Wiper Washer Fluid Level Sensor Circuit Short To Ground 
2455,B1483,Brake Pedal Input Circuit Failure 
2456,B1484,Brake Pedal Input Open Circuit 
2457,B1485,Brake Pedal Input Circuit Battery Short 
2458,B1486,Brake Pedal Input Circuit Ground Short 
2459,B1487,Door Handle Right Front Circuit Failure 
2460,B1488,Door Handle Right Front Circuit Open 
2461,B1489,Door Handle Right Front Short To Battery 
2462,B1490,Door Handle Right Front Short To Ground 
2463,B1491,Ignition Cylinder Sensor Circuit Failure 
2464,B1492,Ignition Cylinder Sensor Open Circuit 
2465,B1493,Ignition Cylinder Sensor Battery Short 
2466,B1494,Ignition Cylinder Sensor Ground Short 
2467,B1495,Decklid Punch-Out Sensor Circuit Failure 
2468,B1496,Decklid Punch-Out Sensor Open Circuit 
2469,B1497,Decklid Punch-Out Sensor Battery Short 
2470,B1498,Decklid Punch-Out Sensor Ground Short 
2471,B1499,Lamp Turn Signal Left Circuit Failure 
2472,B1500,Lamp Turn Signal Left Circuit Open 
2473,B1501,Lamp Turn Signal Left Circuit Short To Battery 
2474,B1502,Lamp Turn Signal Left Circuit Short To Ground 
2475,B1503,Lamp Turn Signal Right Circuit Failure 
2476,B1504,Lamp Turn Signal Right Circuit Open 
2477,B1505,Lamp Turn Signal Right Circuit Short To Battery 
2478,B1506,Lamp Turn Signal Right Circuit Short To Ground 
2479,B1507,Flash To Pass Switch Circuit Failure 
2480,B1508,Flash To Pass Switch Circuit Open 
2481,B1509,Flash To Pass Switch Circuit Short To Battery 
2482,B1510,Flash To Pass Switch Circuit Short To Ground 
2483,B1511,Driver Door Handle Circuit Failure 
2484,B1512,Driver Door Handle Circuit Open 
2485,B1513,Driver Door Handle Circuit Short To Battery 
2486,B1514,Driver Door Handle Circuit Short To Ground 
2487,B1515,Seat Driver Occupied Switch Circuit Failure 
2488,B1516,Seat Driver Occupied Switch Circuit Open 
2489,B1517,Seat Driver Occupied Switch Circuit Short To Battery 
2490,B1518,Seat Driver Occupied Switch Circuit Short To Ground 
2491,B1519,Hood Switch Circuit Failure 
2492,B1520,Hood Switch Circuit Open 
2493,B1521,Hood Switch Circuit Short To Battery 
2494,B1522,Hood Switch Circuit Short To Ground 
2495,B1523,Keyless Entry Circuit Failure 
2496,B1524,Keyless Entry Circuit Open 
2497,B1525,Keyless Entry Circuit Short To Battery 
2498,B1526,Keyless Entry Circuit Short To Ground 
2499,B1527,Memory Set Switch Circuit Failure 
2500,B1528,Memory Set Switch Circuit Open 
2501,B1529,Memory Set Switch Circuit Short To Battery 
2502,B1530,Memory Set Switch Circuit Short To Ground 
2503,B1531,Memory 1 Switch Circuit Failure 
2504,B1532,Memory 1 Switch Circuit Open 
2505,B1533,Memory 1 Switch Circuit Short To Battery 
2506,B1534,Memory 1 Switch Circuit Short To Ground 
2507,B1535,Memory 2 Switch Circuit Failure 
2508,B1536,Memory 2 Switch Circuit Open 
2509,B1537,Memory 2 Switch Circuit Short To Battery 
2510,B1538,Memory 2 Switch Circuit Short To Ground 
2511,B1539,Mirror Driver Switch Assembly Circuit Failure 
2512,B1540,Mirror Driver Switch Assembly Circuit Open 
2513,B1541,Mirror Driver Switch Assembly Circuit Short To Battery 
2514,B1542,Mirror Driver Switch Assembly Circuit Short To Ground 
2515,B1543,Seat Direction Switch Assembly Circuit Failure 
2516,B1544,Seat Direction Switch Assembly Circuit Open 
2517,B1545,Seat Direction Switch Assembly Circuit Short To Battery 
2518,B1546,Seat Direction Switch Assembly Circuit Short To Ground 
2519,B1547,Power Window Master Circuit Failure 
2520,B1548,Power Window Master Circuit Open 
2521,B1549,Power Window Master Circuit Short To Battery 
2522,B1550,Power Window Master Circuit Short To Ground 
2523,B1551,Decklid Release Circuit Failure 
2524,B1552,Decklid Release Circuit Open 
2525,B1553,Decklid Release Circuit Short To Battery 
2526,B1554,Decklid Release Circuit Short To Ground 
2527,B1555,Ignition Run/Start Circuit Failure 
2528,B1556,Ignition Run/Start Circuit Open 
2529,B1557,Ignition Run/Start Circuit Short To Battery 
2530,B1558,Ignition Run/Start Circuit Short To Ground 
2531,B1559,Door Lock Cylinder Circuit Failure 
2532,B1560,Door Lock Cylinder Circuit Open 
2533,B1561,Door Lock Cylinder Circuit Short To Battery 
2534,B1562,Door Lock Cylinder Circuit Short To Ground 
2535,B1563,Door Ajar Circuit Failure 
2536,B1564,Door Ajar Circuit Open 
2537,B1565,Door Ajar Circuit Short To Battery 
2538,B1566,Door Ajar Circuit Short To Ground 
2539,B1567,Lamp Headlamp High-Beam Circuit Failure 
2540,B1568,Lamp Headlamp High-Beam Circuit Open 
2541,B1569,Lamp Headlamp High-Beam Circuit Short To Battery 
2542,B1570,Lamp Headlamp High-Beam Circuit Short To Ground 
2543,B1571,Door Ajar LR Circuit Failure 
2544,B1572,Door Ajar LR Circuit Open 
2545,B1573,Door Ajar LR Circuit Short To Battery 
2546,B1574,Door Ajar LR Circuit Short To Ground 
2547,B1575,Lamp Park Input Circuit Failure 
2548,B1576,Lamp Park Input Circuit Open 
2549,B1577,Lamp Park Input Circuit Short To Battery 
2550,B1578,Lamp Park Input Circuit Short To Ground 
2551,B1579,Dim Panel Increase Input Circuit Failure 
2552,B1580,Dim Panel Increase Input Circuit Open 
2553,B1581,Dim Panel Increase Input Circuit Short To Battery 
2554,B1582,Dim Panel Increase Input Circuit Short To Ground 
2555,B1583,Dim Panel Decrease Input Circuit Failure 
2556,B1584,Dim Panel Decrease Input Circuit Open 
2557,B1585,Dim Panel Decrease Input Circuit Short To Battery 
2558,B1586,Dim Panel Decrease Input Circuit Short To Ground 
2559,B1587,Autolamp Delay Increase Circuit Failure 
2560,B1588,Autolamp Delay Increase Circuit Open 
2561,B1589,Autolamp Delay Increase Circuit Short To Battery 
2562,B1590,Autolamp Delay Increase Circuit Short To Ground 
2563,B1591,Autolamp Delay Decrease Circuit Failure 
2564,B1592,Autolamp Delay Decrease Circuit Open 
2565,B1593,Autolamp Delay Decrease Circuit Short To Battery 
2566,B1594,Autolamp Delay Decrease Circuit Short To Ground 
2567,B1595,Ignition Switch Illegal Input Code 
2568,B1596,Service Continuous Codes 
2569,B1597,Driver's Seat Seatback Autoglide Forward Switch Circuit Short to Ground 
2570,B1598,Driver's Seat Seatback Autoglide Rearward Switch Circuit Short to Ground 
2571,B1599,Passenger's Seatback Autoglide Forward Switch Circuit Short to Ground 
2572,B1600,PATS Ignition Key Transponder Signal Is Not Received 
2573,B1601,PATS Received Incorrect Key-Code From Ignition Key Transponder 
2574,B1602,PATS Received Invalid Format Of Key-Code From Ignition Key Transponder 
2575,B1603,Lamp Anti-Theft Indicator Circuit Failure 
2576,B1604,Lamp Anti-Theft Indicator Circuit Open 
2577,B1605,Lamp Anti-Theft Indicator Circuit Short To Battery 
2578,B1606,Lamp Anti-Theft Indicator Circuit Short To Ground 
2579,B1607,Illuminated Entry Input Circuit Failure 
2580,B1608,Illuminated Entry Input Open Circuit 
2581,B1609,Illuminated Entry Input Short Circuit To Battery 
2582,B1610,Illuminated Entry Input Short Circuit To Ground 
2583,B1611,Wiper Rear Mode Select Switch Circuit Failure 
2584,B1612,Wiper Rear Mode Select Switch Circuit Open 
2585,B1613,Wiper Rear Mode Select Switch Circuit Short To Battery 
2586,B1614,Wiper Rear Mode Select Switch Circuit Short To Ground 
2587,B1615,Wiper Rear Disable Switch Circuit Failure 
2588,B1616,Wiper Rear Disable Switch Circuit Open 
2589,B1617,Wiper Rear Disable Switch Circuit Short To Battery 
2590,B1618,Wiper Rear Disable Switch Circuit Short To Ground 
2591,B1619,Wiper Rear Low Limit Input Circuit Failure 
2592,B1620,Wiper Rear Low Limit Input Circuit Open 
2593,B1621,Wiper Rear Low Limit Input Circuit Short To Battery 
2594,B1622,Wiper Rear Low Limit Input Circuit Short To Ground 
2595,B1623,Lamp Keypad Output Circuit Failure 
2596,B1624,Lamp Keypad Output Open Circuit 
2597,B1625,Lamp Keypad Output Short Circuit To Battery 
2598,B1626,Lamp Keypad Output Short Circuit To Ground 
2599,B1627,PRNDL Reverse Input Circuit Failure 
